Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,4256308.0,3323702.0,4216768.0,3392326.0,4023286.0,3768602.0,3446502.0,4132640.0,3644552.0,3967316.0,3747238.0,3474442.0,3722192.0,4486354.0,2958236.0,3334677.0,4044621.0,4161840.0,3718256.0,4128532.0,3999886.0,4150330.0,3708065.0,4503894.0,4142578.0,3573915.0,3896322.0,3771488.0,3950934.0,4730815.0,4205015.0,3422149.0,4116064.0,3400909.0,3698600.0,3962208.0,3931307.0,4007414.0,3617130.0,3749298.0,3691058.0,3521086.0,3739652.0,4139638.0,3682693.0,3544467.0,3499522.0,4057388.0,3245313.0,3515554.0,3044536.0,3203128.0,2987771.0,3669646.0,3801050.0,3862507.0,3774218.0,2486214.0
Oceania,56412427.0,68861464.0,70607486.0,79776587.0,70723366.0,90356575.0,77403467.0,100975578.0,86147032.0,88142425.0,95617838.0,86969234.0,99961564.0,99964280.0,106847380.0,109471710.0,105293713.0,124429777.0,122923245.0,113997199.0,132807766.0,114734557.0,143713573.0,148964896.0,140120690.0,141801797.0,130721299.0,140298512.0,141745849.0,139030107.0,124968510.0,139543918.0,158493061.0,141995184.0,176686456.0,199983575.0,197537469.0,205250628.0,214345116.0,206464440.0,186595324.0,200041516.0,161566404.0,216031910.0,204003732.0,215258599.0,161731716.0,175085198.0,190642831.0,189890904.0,196445391.0,211534792.0,199594379.0,209353091.0,206358679.0,207366348.0,251094401.0,209704067.0
Oman,175800.0,178200.0,179600.0,182000.0,182200.0,185000.0,187550.0,190050.0,210300.0,210900.0,214200.0,219550.0,237050.0,240600.0,247800.0,263200.0,300800.0,315850.0,357084.0,436166.0,568882.0,679892.0,701106.0,701612.0,662862.0,693028.0,689498.0,694000.0,711950.0,766660.0,847936.0,885892.0,918712.0,945712.0,951238.0,960264.0,989578.0,1087993.0,1212860.0,1184648.0,1249330.0,1118267.0,1080150.0,1159002.0,1089106.0,1082504.0,1142450.0,1208483.0,1300003.0,1486977.0,1405293.0,1407491.0,1463527.0,1471887.0,1742277.0,1731010.0,2248819.0,2277029.0
Pacific Islands Trust Territory,228120.0,233485.0,247090.0,244792.0,242889.0,246628.0,226571.0,196488.0,253025.0,332104.0,337563.0,339192.0,283250.0,286685.0,354410.0,311620.0,422539.0,523108.0,530658.0,472010.0,415571.0,350187.0,369370.0,391990.0,436896.0,437508.0,437919.0,349929.0,349139.0,356616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,47763970.0,54396910.0,63820231.0,60166911.0,66498981.0,72967609.0,75878168.0,76418063.0,84088507.0,93965447.0,87935787.0,83550068.0,85227697.0,93173276.0,88941682.0,99323472.0,110275955.0,110318668.0,110897418.0,112221128.0,126206221.0,135786828.0,127697549.0,132994672.0,130730203.0,130968346.0,159281008.0,139797735.0,152924486.0,152147262.0,158182838.0,161465558.0,163952705.0,175818308.0,191531433.0,188170749.0,181390749.0,209926898.0,218005921.0,205300340.0,190422474.0,198853519.0,212503721.0,226646442.0,221101528.0,213861653.0,238508510.0,260854297.0,239162830.0,226807570.0,252841336.0,250510898.0,278528254.0,272798755.0,273254720.0,297755878.0,319101435.0,283473022.0
Palestine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701921.0,2137883.0,2185441.0,2119431.0,2206057.0,1893804.0,2369518.0,2035154.0,2464924.0,2077246.0,2259606.0,2142906.0,2363645.0,2161680.0,2331198.0,2059989.0,1511643.0,1740733.0,1965544.0,2045697.0,2061881.0,2014830.0,2013738.0,2005827.0,2010834.0
Panama,3428266.0,3387765.0,3688655.0,4044503.0,4202260.0,3968725.0,4519133.0,5485170.0,5732867.0,5487355.0,5925014.0,5510638.0,5925707.0,6185127.0,6803547.0,7103877.0,8252503.0,8943519.0,8749705.0,8002969.0,7449076.0,8450749.0,7546776.0,7571733.0,7082977.0,6305609.0,6840547.0,6406516.0,6433028.0,6389914.0,6517678.0,6554700.0,6611028.0,6134560.0,6673077.0,6753955.0,6778949.0,6374479.0,6715394.0,5909261.0,6491138.0,6324958.0,6896694.0,6660770.0,6688363.0,7033607.0,7063084.0,7047219.0,6812898.0,7193660.0,7205167.0,7200940.0,7781456.0,7584724.0,7505703.0,8199866.0,8314709.0,8625167.0
Papua New Guinea,4549684.0,4684292.0,4820278.0,4931394.0,5029564.0,5226197.0,5211782.0,5386420.0,5526407.0,5637543.0,5754626.0,5971277.0,6030421.0,6328682.0,6467093.0,6733215.0,6914772.0,7181756.0,7091617.0,7372334.0,7563828.0,8242078.0,8603059.0,9238921.0,9592875.0,9180707.0,9480687.0,9536593.0,9257857.0,9316929.0,9706107.0,10577043.0,11048218.0,10583374.0,10878808.0,11625801.0,11445840.0,11814971.0,12614705.0,13024768.0,12214668.0,12511620.0,12657250.0,12913575.0,13020009.0,13262339.0,15279850.0,15693936.0,15895620.0,16279199.0,16156856.0,17124640.0,17487547.0,17791318.0,17921298.0,18379015.0,18754803.0,19137712.0
Paraguay,5359286.0,5619093.0,5886160.0,7614516.0,8072927.0,7769106.0,8012513.0,7567322.0,7935665.0,9611586.0,9218693.0,8386656.0,8420180.0,9777459.0,9564440.0,10535006.0,11937249.0,12052022.0,12746616.0,13139001.0,15396479.0,17016100.0,17400560.0,18849031.0,20609183.0,19055884.0,21367901.0,23746283.0,25087320.0,23676615.0,19765705.0,19798843.0,22068016.0,21701385.0,24168456.0,24105384.0,26067247.0,26856513.0,26705025.0,24439182.0,29538396.0,31260309.0,36058956.0,37502906.0,35261696.0,36544814.0,45987479.0,44077434.0,36463641.0,51971058.0,54961456.0,38702351.0,60404533.0,62645280.0,64525034.0,65665182.0,69337046.0,69852914.0
Peru,26532737.0,26849855.0,27327053.0,28290328.0,28155365.0,31184141.0,30955261.0,28007095.0,28325566.0,31793010.0,33117278.0,32449019.0,32699537.0,33806752.0,33022689.0,32690615.0,32954463.0,30606156.0,29147888.0,25214587.0,26624341.0,29729598.0,27505988.0,31406695.0,31611261.0,30345323.0,31638688.0,32395342.0,33041834.0,28689904.0,28934854.0,24870677.0,26756961.0,31917130.0,35359006.0,37029055.0,39691881.0,38164270.0,42369242.0,45484794.0,45503625.0,49365224.0,50819680.0,46323951.0,47545332.0,49955776.0,52445342.0,57584860.0,59780405.0,61128571.0,61387573.0,65982758.0,68654435.0,69919651.0,68826108.0,67595370.0,67188243.0,72817880.0
Philippines,72095735.0,79086858.0,83864803.0,86213712.0,84736441.0,83298148.0,86163031.0,86797015.0,88760644.0,99088182.0,105452101.0,101606115.0,107269992.0,120627560.0,134392653.0,147897422.0,141420699.0,136388173.0,138149702.0,138680649.0,141986899.0,150944195.0,130312355.0,139020911.0,126148893.0,131369249.0,121409327.0,121377932.0,134159818.0,148389435.0,145466983.0,143654756.0,149334560.0,156450763.0,143846839.0,158008530.0,158230501.0,136590706.0,158208463.0,158267043.0,162108013.0,165213397.0,173046436.0,180451350.0,178377101.0,185646564.0,188736533.0,203401687.0,196533921.0,184212840.0,208657283.0,211454546.0,206978920.0,203384575.0,197564025.0,192258634.0,213501682.0,205180415.0
Poland,155737648.0,132823092.0,152187756.0,161087558.0,153984426.0,164480572.0,172928216.0,178857200.0,160845402.0,172446802.0,156735966.0,178731859.0,188074942.0,180889868.0,177698505.0,187244485.0,166514441.0,183452394.0,176801443.0,123036368.0,171516416.0,152628167.0,162398947.0,175005194.0,167978662.0,177966074.0,170744035.0,167197290.0,172842350.0,181490439.0,157074469.0,127361968.0,171203454.0,130943788.0,149313101.0,159358492.0,143090340.0,157990798.0,136749138.0,139506300.0,137412885.0,132133376.0,117821297.0,136860264.0,120173139.0,107372883.0,125534116.0,119158201.0,127959759.0,114708300.0,120573608.0,125836689.0,121743830.0,137613974.0,115588212.0,133658799.0,141755004.0,126782485.0
Polynesia,1399811.0,1419932.0,1465629.0,1475772.0,1383618.0,1433051.0,1327302.0,1359068.0,1559310.0,1392290.0,1498513.0,1492166.0,1372765.0,1435510.0,1577471.0,1491788.0,1428606.0,1279995.0,1410012.0,1571529.0,1452511.0,1495260.0,1279802.0,1186425.0,1319052.0,1377663.0,1271753.0,1180855.0,1143309.0,1085464.0,936817.0,976912.0,1065157.0,1021545.0,1076696.0,1093160.0,1082339.0,1054249.0,1006176.0,1064890.0,1069159.0,1118452.0,1110849.0,1096717.0,1140482.0,1183655.0,1318553.0,1324270.0,1338385.0,1346377.0,1370851.0,1358664.0,1366642.0,1368721.0,1414158.0,1382724.0,1400792.0,1412951.0
Portugal,13765052.0,14934379.0,15879704.0,15166532.0,15999921.0,13357382.0,16353358.0,16062699.0,14926588.0,16084001.0,15103850.0,15085804.0,15123473.0,15688817.0,14738759.0,13971644.0,12288676.0,12474336.0,14464933.0,13545440.0,11475396.0,13909611.0,12006983.0,14083689.0,14353652.0,15637456.0,16301495.0,12727950.0,15616560.0,15947181.0,16288782.0,14138830.0,14081413.0,14952463.0,14998546.0,15691735.0,14155321.0,13595334.0,16313158.0,14801764.0,14048760.0,15302790.0,14350322.0,15852161.0,13406633.0,14035010.0,13315548.0,13449969.0,13509032.0,13517321.0,12422350.0,12458123.0,13465436.0,13848202.0,15272855.0,13705998.0,15398689.0,13621560.0
Puerto Rico,20352623.0,18390472.0,19275570.0,18690743.0,16928734.0,18110661.0,15698698.0,12787031.0,11526422.0,11521041.0,9147006.0,8749160.0,7328494.0,7264563.0,7195316.0,7357638.0,6529125.0,5917265.0,4964138.0,4867668.0,4542110.0,3698963.0,3409556.0,3001117.0,3087260.0,2867166.0,2986338.0,3354873.0,2983850.0,2219556.0,2431255.0,2188202.0,2329779.0,1737898.0,1497934.0,1312985.0,1106325.0,1012006.0,522866.0,731489.0,593243.0,645977.0,624161.0,669405.0,545329.0,547044.0,565967.0,566926.0,568368.0,566815.0,581855.0,588706.0,590384.0,481798.0,561178.0,564441.0,539049.0,545083.0
Qatar,14000.0,20000.0,24000.0,28000.0,32000.0,36000.0,40000.0,44000.0,48000.0,50000.0,54376.0,54500.0,484.0,548.0,602.0,1054.0,37128.0,44608.0,52172.0,44716.0,53728.0,57840.0,44972.0,51514.0,54142.0,58680.0,61812.0,66438.0,74739.0,76962.0,102172.0,111193.0,108860.0,111526.0,131013.0,139363.0,177698.0,144758.0,157278.0,163598.0,112972.0,112244.0,89269.0,92677.0,97889.0,130435.0,154831.0,133004.0,124837.0,137832.0,118614.0,115913.0,138936.0,140180.0,132482.0,128144.0,140508.0,168129.0
Republic of Korea,24766106.0,23491269.0,25309068.0,31068964.0,31672921.0,33716210.0,30544947.0,31267748.0,35297004.0,34771713.0,35044023.0,34548433.0,34608020.0,35992656.0,42314948.0,46986672.0,47619537.0,52467828.0,51535877.0,40646857.0,46815117.0,47759040.0,47350400.0,48121483.0,47408949.0,48579147.0,46318226.0,49511924.0,51558459.0,49151377.0,46680722.0,48262236.0,47773755.0,46104002.0,48898499.0,50414132.0,50395144.0,48311596.0,50550526.0,52900272.0,53864690.0,49017751.0,46891807.0,50859168.0,49258967.0,48656752.0,47201939.0,49546347.0,49263792.0,44940879.0,45489714.0,43579951.0,44690881.0,47352146.0,44206264.0,43358145.0,43132723.0,43435237.0
Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13697453.0,18534523.0,11809176.0,15250048.0,13020275.0,15929826.0,11739046.0,10803353.0,9967916.0,11610807.0,11845091.0,10652191.0,12524965.0,12268505.0,11772266.0,8267932.0,13243556.0,9535379.0,11129062.0,11346886.0,9209141.0,12393271.0,14126703.0,10108185.0,13092501.0,14935082.0,15296070.0
Romania,45714918.0,39152144.0,42635164.0,45512675.0,46675004.0,57195775.0,53740857.0,54052706.0,51465706.0,42979629.0,58542502.0,66923125.0,56789163.0,60036115.0,60095201.0,80637889.0,75011375.0,74498456.0,77560869.0,74143835.0,71991397.0,86966890.0,78938872.0,91919845.0,85936098.0,81351885.0,69982855.0,74124712.0,75809579.0,60144010.0,65031172.0,49679701.0,59541758.0,61570502.0,66524904.0,58945621.0,71445466.0,57911409.0,62426245.0,43755128.0,63152108.0,54277667.0,55820805.0,79988076.0,64691047.0,61130916.0,37931394.0,60287816.0,57219394.0,60919454.0,72356602.0,47945443.0,71868754.0,76134958.0,66528773.0,72465591.0,89701684.0,100170197.0
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381900053.0,362482569.0,292907142.0,287630375.0,285240600.0,315910255.0,213273514.0,237848886.0,260389376.0,297131648.0,299966766.0,279257278.0,303778414.0,309938880.0,331012536.0,329620087.0,392860423.0,366718333.0,262863840.0,423911628.0,360685300.0,401756139.0,420501838.0,439226598.0,474783035.0,504697900.0,452482450.0
Rwanda,4066094.0,5667781.0,3944763.0,3766319.0,4139001.0,4488693.0,5601858.0,5552214.0,5864133.0,6312813.0,6393408.0,6317504.0,6588881.0,6595308.0,7243559.0,7607535.0,7947022.0,8114452.0,9071259.0,8964317.0,9806231.0,10308525.0,9875992.0,9040233.0,10647576.0,9640426.0,9683641.0,9260628.0,10407772.0,10013123.0,11717635.0,12123277.0,8878233.0,6192438.0,6799733.0,7718211.0,8287479.0,9016943.0,10065402.0,12101291.0,11788984.0,14737765.0,13260577.0,12983592.0,13977808.0,13904831.0,13744465.0,13903867.0,16104300.0,17386862.0,16839357.0,17517476.0,18291089.0,15581874.0,15594779.0,15775574.0,14074378.0,14352950.0
Réunion,4907876.0,3498387.0,3934440.0,3633999.0,4580163.0,4109533.0,4427699.0,4628652.0,4957374.0,3954088.0,3500722.0,4448792.0,4437805.0,4155655.0,4078165.0,4524775.0,4596207.0,4899802.0,4941655.0,4405257.0,4838123.0,5110370.0,4223364.0,4510644.0,4305712.0,4406494.0,4609811.0,4696983.0,3723951.0,3832953.0,4294421.0,4236907.0,3667790.0,3602107.0,3905518.0,3894870.0,4099918.0,3628433.0,4146058.0,3960467.0,3928607.0,3875974.0,4079776.0,4198445.0,3902581.0,4039630.0,3453823.0,3857893.0,4090755.0,4033212.0,4057912.0,3958620.0,3705310.0,3791133.0,4055896.0,3832845.0,3677415.0,3852713.0
"Saint Helena, Ascension and Tristan da Cunha",1800.0,2600.0,2600.0,2600.0,2600.0,,,,,,,,,,,,,2664.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,849784.0,801685.0,722815.0,776939.0,704995.0,717705.0,675583.0,661808.0,503458.0,672170.0,562915.0,507913.0,439145.0,451260.0,449676.0,663448.0,715499.0,735293.0,779163.0,715157.0,686326.0,710527.0,563953.0,608584.0,539061.0,531555.0,528235.0,552678.0,514745.0,349012.0,410131.0,570383.0,447032.0,372683.0,377126.0,424338.0,630680.0,499765.0,402778.0,391411.0,391721.0,395149.0,395373.0,529453.0,209138.0,9360.0,10175.0,10877.0,10222.0,10069.0,15668.0,14969.0,14988.0,14133.0,13910.0,13838.0,14315.0,14548.0
Saint Lucia,376981.0,364616.0,349059.0,325497.0,381330.0,360190.0,362317.0,359567.0,352174.0,288768.0,287592.0,294846.0,276445.0,297166.0,259383.0,272978.0,267959.0,305027.0,302529.0,271667.0,246427.0,263567.0,289471.0,313781.0,353741.0,426897.0,377792.0,475720.0,435188.0,473812.0,400050.0,450155.0,463453.0,361865.0,411601.0,387191.0,353091.0,279267.0,252785.0,212054.0,170822.0,199374.0,165504.0,156048.0,120438.0,137191.0,130896.0,157912.0,147491.0,112871.0,103306.0,99649.0,79811.0,80856.0,87894.0,84597.0,75698.0,81948.0
Saint Pierre and Miquelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,36.0,36.0,46.0,90.0,94.0,100.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,112.0,104.0,96.0,94.0,92.0,96.0,100.0,90.0,80.0,86.0,88.0,88.0,90.0,90.0,92.0,94.0,96.0,98.0,100.0
Saint Vincent and the Grenadines,257662.0,262316.0,193533.0,202195.0,183396.0,182160.0,169467.0,171581.0,171446.0,164987.0,178645.0,166664.0,164926.0,156361.0,143352.0,158225.0,163048.0,193049.0,198079.0,192025.0,237302.0,239962.0,251523.0,306135.0,343923.0,335354.0,262711.0,343845.0,304519.0,317489.0,285941.0,327023.0,292886.0,187158.0,224547.0,213719.0,179328.0,192395.0,180330.0,183675.0,191464.0,201740.0,207853.0,201585.0,225194.0,228789.0,233881.0,238760.0,244796.0,251538.0,234820.0,228921.0,227204.0,238522.0,231458.0,228218.0,233110.0,236026.0
Samoa,388233.0,411066.0,425584.0,457021.0,410415.0,403785.0,327197.0,413443.0,458887.0,393632.0,504924.0,497606.0,470371.0,515378.0,493363.0,472526.0,505198.0,457997.0,564660.0,589008.0,531352.0,660734.0,579484.0,523149.0,580361.0,606804.0,559585.0,536158.0,509865.0,436751.0,325073.0,364194.0,366522.0,360139.0,425499.0,449374.0,439578.0,461917.0,418177.0,440434.0,456701.0,467639.0,472736.0,470460.0,482909.0,481432.0,461226.0,487573.0,531069.0,532996.0,555141.0,556422.0,560566.0,553234.0,573078.0,550661.0,563010.0,568596.0
Sao Tome and Principe,164227.0,173660.0,151722.0,168192.0,176615.0,157679.0,158036.0,145368.0,149590.0,138600.0,141471.0,141789.0,145169.0,143588.0,119227.0,117310.0,141933.0,124543.0,144108.0,118709.0,117539.0,131759.0,139043.0,128899.0,134381.0,136135.0,128965.0,126893.0,122119.0,118893.0,118292.0,134931.0,138663.0,150630.0,142304.0,166999.0,195559.0,193876.0,198633.0,218085.0,228360.0,231373.0,230771.0,226634.0,238240.0,238290.0,225741.0,226707.0,229685.0,231358.0,233753.0,241953.0,277739.0,329737.0,334563.0,181876.0,188663.0,186827.0
Saudi Arabia,1543678.0,1566664.0,1652053.0,1697876.0,1840655.0,1951015.0,1836767.0,1893753.0,1982229.0,2155913.0,4224407.0,2015078.0,1690694.0,2825547.0,3150186.0,2508507.0,3016926.0,2749485.0,3175863.0,3002383.0,2893275.0,4586263.0,5168799.0,7198266.0,8994565.0,9373005.0,11352914.0,12965435.0,13575413.0,14469505.0,14685204.0,15422002.0,16435883.0,16363384.0,12935861.0,11415643.0,12298500.0,11963129.0,11105360.0,10727621.0,11988806.0,12639412.0,13179380.0,14352839.0,14223666.0,14240454.0,14070400.0,13210157.0,11385154.0,10929942.0,10839644.0,10197329.0,9922216.0,8374873.0,9284542.0,9508768.0,9672949.0,9830338.0
Senegal,4530303.0,4577965.0,4932365.0,4873785.0,5206536.0,4819981.0,5452968.0,4265078.0,4757180.0,3505636.0,5029719.0,3189590.0,4002776.0,5569151.0,6720444.0,6053385.0,3914379.0,6272770.0,4626746.0,4447641.0,6832105.0,6344696.0,4862388.0,5344484.0,6455944.0,6581906.0,7304732.0,6339610.0,7032984.0,6387811.0,6673541.0,6285847.0,6957597.0,6907998.0,7783127.0,6939533.0,6494994.0,6480126.0,9082530.0,8462967.0,8099526.0,5932117.0,8455788.0,8233267.0,9210239.0,7421852.0,6998644.0,11696702.0,11352320.0,12046730.0,8361516.0,9865620.0,9213601.0,9851207.0,13558427.0,11251134.0,12129254.0,11929266.0
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33538857.0,28177204.0,32607386.0,34283455.0,35477874.0,34362579.0,25449975.0,34690178.0,37813830.0,30681292.0,37771827.0,28116338.0,36232518.0
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27708143.0,25146938.0,29333899.0,30268294.0,29568909.0,34540395.0,30757221.0,30509465.0,20455444.0,30404186.0,29731995.0,24048241.0,36160218.0,35066321.0,,,,,,,,,,,,,
Seychelles,76915.0,81855.0,78605.0,100755.0,81513.0,89211.0,90538.0,88506.0,73869.0,67914.0,56958.0,56030.0,53571.0,50931.0,49935.0,46514.0,50005.0,46621.0,56791.0,55056.0,54972.0,47439.0,54300.0,43930.0,38066.0,34075.0,30149.0,25636.0,23494.0,23051.0,17937.0,15917.0,16583.0,15657.0,17252.0,17893.0,17178.0,16796.0,17425.0,17064.0,17327.0,16375.0,16565.0,17277.0,15605.0,17197.0,15508.0,15426.0,15671.0,16091.0,16775.0,18369.0,18637.0,18303.0,18227.0,18619.0,18767.0,18433.0
Sierra Leone,2178803.0,2321555.0,2367410.0,2497672.0,2590868.0,2698780.0,2787996.0,2638011.0,2873680.0,2755485.0,2784917.0,2827078.0,2837419.0,2936773.0,3081162.0,3117928.0,3193821.0,3253468.0,2948670.0,3011934.0,3110982.0,3287836.0,3164627.0,3264553.0,3124283.0,3412031.0,3265472.0,3362804.0,3465226.0,3576931.0,3589828.0,3455893.0,3485009.0,3429755.0,3215526.0,3479975.0,3669046.0,3254855.0,2867259.0,2792102.0,3349924.0,3983554.0,6999752.0,7590181.0,6729392.0,8317519.0,7760910.0,8271534.0,10708697.0,12158961.0,12944911.0,13300348.0,14094651.0,13520463.0,12846083.0,5274551.0,5434557.0,5559596.0
Singapore,131709.0,130655.0,131148.0,131714.0,152632.0,171334.0,168896.0,182197.0,182299.0,182511.0,236396.0,245997.0,201914.0,148967.0,142075.0,154163.0,142845.0,136244.0,125506.0,123370.0,127629.0,124383.0,104746.0,96284.0,81534.0,65109.0,55094.0,35030.0,23340.0,24342.0,12991.0,13320.0,11427.0,11065.0,13200.0,15142.0,17118.0,19329.0,21531.0,23749.0,25918.0,28331.0,33354.0,35865.0,38024.0,41739.0,38407.0,38286.0,39514.0,44191.0,46241.0,48486.0,49309.0,51165.0,51940.0,50685.0,51069.0,53957.0
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12478023.0,12685202.0,12470755.0,14019355.0,14284103.0,12903598.0,12159780.0,9342655.0,12023986.0,12295540.0,10215173.0,14085318.0,13698979.0,11717798.0,10171861.0,13037984.0,11591827.0,9592443.0,12603706.0,9937897.0,11651917.0,15493659.0,12424005.0,15771181.0,12436324.0,13850628.0
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919211.0,2152445.0,2704797.0,2703431.0,2767673.0,2795140.0,3069584.0,2976230.0,2883468.0,2300888.0,2855374.0,2094696.0,2828379.0,2766417.0,2480045.0,2091080.0,2057526.0,1995312.0,2056737.0,2137424.0,1861497.0,1683046.0,2164307.0,2214316.0,2116048.0,1912031.0,2100105.0
Small Island Developing States,224517177.0,184973639.0,178921550.0,186783850.0,212462175.0,187586422.0,214165907.0,195970304.0,197972868.0,277001650.0,221546974.0,204102706.0,208214751.0,215765339.0,207060722.0,220304061.0,232523747.0,254734583.0,267780363.0,234348734.0,242764164.0,262136367.0,245921248.0,263252466.0,238751298.0,242827966.0,244953107.0,251679066.0,263601770.0,260778405.0,257203736.0,234067264.0,187992229.0,182691342.0,164374493.0,184894491.0,181670836.0,160680368.0,167020542.0,176924551.0,170617526.0,176175886.0,152870350.0,160243449.0,128053772.0,126079441.0,129948292.0,132408419.0,133637599.0,127601045.0,131206553.0,136412849.0,141413206.0,147814090.0,149415483.0,146081486.0,152479840.0,150282439.0
Solomon Islands,480224.0,484022.0,500665.0,514437.0,511117.0,495245.0,502050.0,465164.0,527262.0,583827.0,597036.0,577669.0,585872.0,599309.0,625465.0,656487.0,683806.0,737210.0,855194.0,868602.0,980500.0,969578.0,955530.0,1114109.0,1165028.0,1115083.0,823422.0,869250.0,921474.0,885952.0,948880.0,1051631.0,1064719.0,1052436.0,1206094.0,1232868.0,1279055.0,1308861.0,1220494.0,1227713.0,1155414.0,1152631.0,1154523.0,1350886.0,1546685.0,1633108.0,1736876.0,1803900.0,1720610.0,1762630.0,1740279.0,1844474.0,1866323.0,1904731.0,1947884.0,1962020.0,1994118.0,1940630.0
Somalia,1269182.0,1301972.0,1308899.0,1288495.0,1453729.0,1607902.0,1806261.0,1704573.0,1968260.0,2145530.0,2150063.0,2324593.0,2099007.0,2000393.0,2007478.0,1919982.0,1860690.0,1832499.0,1756190.0,2058536.0,2272556.0,2594869.0,2406699.0,2460416.0,2777674.0,2594978.0,2914975.0,3197996.0,3308393.0,2755032.0,1944526.0,1672083.0,1492480.0,2009112.0,1785546.0,1807070.0,1803849.0,1588520.0,1850646.0,2081857.0,2157197.0,2250620.0,2235924.0,2137775.0,2003631.0,1891211.0,1771940.0,1849088.0,1909899.0,2184107.0,1711238.0,2251288.0,2245655.0,1942718.0,1939173.0,1742415.0,1846481.0,2023020.0
South Africa,37997285.0,41130315.0,43031339.0,41345588.0,37148950.0,49350310.0,67764287.0,51366711.0,54063579.0,50772082.0,66320987.0,69245856.0,54903940.0,73652629.0,68979645.0,71330401.0,75406800.0,77238742.0,72511210.0,69480676.0,90636559.0,76736796.0,53657819.0,74512477.0,74786766.0,74855225.0,82466915.0,81549060.0,86101906.0,77741792.0,81298825.0,52442062.0,65395974.0,80853851.0,66836166.0,90130025.0,91274326.0,87726391.0,87880428.0,99604376.0,87756487.0,96570236.0,89240745.0,86983651.0,95497778.0,84565845.0,82962784.0,97083224.0,93900022.0,88985003.0,89296237.0,93186914.0,99782475.0,101460168.0,87344434.0,80533305.0,106562595.0,104316535.0
South America,431368218.0,451060164.0,471907848.0,500914233.0,529230656.0,532022126.0,549608297.0,549717035.0,558236117.0,586279529.0,601927074.0,611605055.0,641394306.0,683067501.0,689999823.0,737363510.0,782514831.0,788496574.0,820669215.0,866031594.0,901945446.0,977871277.0,1010298648.0,1065046181.0,1141608649.0,1116478660.0,1201375133.0,1205037492.0,1205716893.0,1208664643.0,1226913487.0,1278073604.0,1228285262.0,1360573767.0,1434423643.0,1424059356.0,1518231095.0,1574987132.0,1577772637.0,1578186673.0,1668230945.0,1741934097.0,1894322832.0,1931517564.0,1982665412.0,2101092385.0,2335578355.0,2566052531.0,2540825763.0,2725900140.0,2832110212.0,2744982274.0,2973502654.0,2956183688.0,3060832931.0,3020555275.0,3144909238.0,3056752412.0
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687040.0,5267270.0,6078358.0,6433564.0,6356969.0,5918740.0,5031540.0
South-eastern Asia,319422366.0,340848139.0,343877041.0,359933419.0,358280931.0,355810575.0,354181768.0,373486304.0,387508313.0,417355688.0,434162126.0,422166676.0,464273268.0,496992048.0,523373334.0,567438206.0,579039741.0,607297872.0,615383777.0,645423456.0,696044605.0,735207771.0,727946632.0,770131276.0,773292026.0,785298700.0,782896407.0,838238893.0,898520188.0,896605467.0,921269404.0,982555232.0,1003334837.0,1022889213.0,1078691421.0,1137529814.0,1138231381.0,1096852820.0,1201173866.0,1246328850.0,1277394027.0,1334650006.0,1438457058.0,1482158561.0,1516337099.0,1584094012.0,1654212001.0,1760083170.0,1777961888.0,1788499769.0,1923903359.0,2018132463.0,2039295949.0,2083121854.0,2087454195.0,1972088389.0,2092003297.0,2093501417.0
